director_id,movie_id
252806,17447
59997,9886
33279,9482
58316,19326
51917,9344
6400,9071
31211,8973
38516,15730
42617,47608
19303,2293
42111,9070
44847,68274
58384,48787
54469,34574
11472,1642
10965,11472
56714,36196
28902,11980
26487,58372
16863,32646
8965,10533
10491,10802
39819,10149
46391,10149
5306,18402
21370,9348
408,139408
14392,281
24882,5967
17880,79593
63713,47939
1128,36834
20237,9090
32277,3512
3092,52856
588623,77350
22767,9560
8300,9804
73494,31611
1723,65796
6111,49805
17309,26258
82796,50797
1364800,19155
564,76
57691,11017
43468,37141
18378,9382
44990,6715
27991,18256
19969,22625
19303,2292
25210,1909
8246,8984
225065,61813
12840,4954
58154,62488
3556,10531
18596,11929
7396,8467
7395,8467
1614,10451
56205,20156
1201,18395
510,522
8844,397
7904,10525
148119,27985
15775,15789
56147,15789
57090,27303
87695,21183
67794,10954
1566166,47867
129534,43475
97755,72031
122449,14275
108,1024
77121,17207
57851,13701
32593,14819
1203,32631
64061,11777
17016,628
54441,87729
73668,18713
8858,6280
56872,9061
62043,37108
23393,6071
1,11
58094,9587
11218,19101
15488,49980
19069,17961
22767,18183
9181,4476
14692,11008
20561,47504
3110,32325
58463,43742
15912,28313
55476,11318
11181,3036
27444,40490
9248,24070
24318,8986
56911,10510
5065,17402
16395,38722
54971,8438
6729,11593
10781,1945
17278,39310
129957,109560
70905,56428
63937,63105
131792,131957
1152,241
13563,9058
7256,527
2873,18220
5231,6950
59,101
6495,63020
23757,2307
138,680
16214,41478
1614,25296
42617,40156
4135,11450
994323,30304
23724,10452
7623,12106
12804,161495
9789,3586
1126,110
1126,108
1126,109
77305,159185
45642,36357
133793,92769
1524,28033
107274,22586
102445,14334
26648,2636
6046,2164
58072,11395
4027,278
2034,9905
101444,87078
101446,87078
72646,12527
72647,12527
57028,20306
91499,36614
72629,36614
64030,27993
607,31439
56891,9067
15521,9059
2380,193
141825,25066
58080,46797
11770,12122
13426,11381
15389,32636
1884,36141
76705,95963
5306,1587
57090,9271
12962,2064
18250,19855
1230367,60855
3045,236
83313,48287
4499,3049
27889,2759
1978,12635
3556,10497
1243,11382
13015,9331
5572,10731
16853,10464
5281,34152
21085,9495
4037,29973
13581,888
24,13
10723,712
6482,16295
81727,48992
56106,10879
41550,10660
7775,10714
226963,41647
15812,8587
18898,8587
4956,1689
5140,11596
26713,854
7187,9359
72427,23333
13426,36593
6159,12280
7399,2788
21053,10427
18281,11011
83588,49803
323,8987
2209,1637
33485,15128
37710,8831
2710,36955
46085,10449
5342,10395
8844,12160
42301,40480
158634,52038
72125,29444
35689,26352
133183,39953
1066114,39953
1087439,39953
234793,41580
4590,315
67896,22067
80537,18242
1726,11667
486,32502
126837,267188
1142481,28732
532207,75555
129216,42981
1382436,278939
1385254,291731
220152,226229
4040,203119
16401,172923
223910,316098
1410160,316098
53599,8011
77076,171857
11770,2654
16513,18069
88060,19092
5174,2758
15106,38129
1032,10436
7145,13595
12988,46094
12840,9409
42171,11853
78188,16771
68687,46924
58448,11041
4610,306
1901,14522
10781,26203
2042,178
15175,19819
32765,57834
39104,4722
14800,18215
380,1607
57107,26391
61175,117553
1150,6075
66548,11310
8843,18658
16938,9350
18308,9612
21806,2124
12964,26261
27236,19176
39104,49299
8858,11566
564,9571
58838,9739
86,24257
5216,34444
1895,26141
20640,10997
18281,50463
2690,10443
141825,20239
50949,16297
10967,18551
17784,25440
5174,9024
2226,37233
18254,1634
52358,13815
12989,5503
1723,35588
21370,2087
26502,41579
172993,18620
5696,41006
39996,4916
11401,2019
1152,31642
12936,9255
94996,26271
65859,10612
19684,2259
77733,16097
1223,11934
3388,106143
774,12475
5231,9386
53334,7984
230059,59930
18069,15765
8246,31643
2042,6
488,329
58498,10909
8297,507
1884,34024
40549,29918
1090,9593
90037,42580
18254,22317
57147,22317
71192,22317
224,1413
24318,12121
23213,2246
2461,10502
1243,10440
11447,9516
11448,9516
2523,2320
46230,5879
119232,83718
11181,11971
6111,2625
2239,31911
10965,788
65452,21450
56828,11231
16939,41588
10702,10447
3026,31586
57206,9300
190,9559
16294,9800
10757,713
6482,8291
12920,18133
29482,25557
141450,22588
34849,10872
54441,1245
14911,11858
648,7007
9168,10467
44056,5550
14639,8005
21377,2088
65026,10412
138322,47889
44847,14534
15858,56583
127283,41878
488,424
12964,35233
2260,14291
8969,103413
1128,11236
10367,11592
52968,8850
4786,10445
9789,695
33405,43535
72624,12519
64061,23210
9248,858
13015,867
578,78
54590,13203
15106,10442
63943,11074
111687,33367
58164,9607
58165,9607
15521,17585
45645,9057
78012,20967
41549,10635
57646,9479
18356,10057
16566,11969
53387,41590
893,319
21113,26408
115891,26408
4945,15139
74299,15139
1164376,15139
1212571,161158
70241,218473
85547,85247
66605,11446
20718,51980
2778,24405
10828,11655
69696,11800
309,8223
6220,14587
3030,31504
91565,41653
33315,53185
1006705,95743
26265,23637
17883,17600
58448,10897
1354907,349394
1174031,21352
105114,68806
67756,37345
109402,32562
109403,32562
2406,47507
69488,25403
1066960,124304
31024,9066
10965,771
3415,251
15810,812
15811,812
2710,280
1269,581
589306,80350
510,268
16294,274
5446,408
62047,10020
62048,10020
11429,10895
11426,10895
1201,114
125340,41043
7767,576
78258,15477
134026,59146
1080040,124472
54967,30528
52405,7300
15557,10824
116607,261246
1223,275
4755,25059
70616,11827
176246,8766
55116,8766
32278,23570
24657,47333
75474,54850
49552,51242
57314,10112
309,4307
37526,46029
116103,32308
6818,88893
96627,52873
54767,340210
1044284,44281
78029,28121
72619,12520
17812,1592
173004,166901
69719,36447
71852,19042
952327,19042
15488,38884
974388,47449
70835,36259
73496,41852
230320,40926
21217,9099
20773,2021
5281,61752
34682,10988
69537,11479
43440,398959
68998,287305
20789,12652
9181,10684
1150,954
6759,68445
2182,18989
1869,10801
105617,54285
18878,8840
14614,278978
26595,124625
54590,11107
80526,16417
559920,70934
9740,10363
4173,161070
57646,10539
15890,10543
64030,18414
47773,47502
15254,11902
96934,27098
115983,25087
12160,5801
12160,896
30021,3065
23677,2300
53767,8069
98940,288173
98094,187851
37852,27768
12804,221917
3776,8072
20556,35797
54767,88030
19069,185191
3097,83857
8876,33245
1080036,124460
18254,27281
39298,105045
24318,40001
104404,29621
585248,117730
43786,20762
1046169,37144
172,48260
73838,12656
42113,38867
1661328,277270
56059,25969
81964,44103
11147,753
129708,43634
15111,9103
59438,90214
104507,29649
7256,10990
7145,8866
71792,12233
1175207,23449
129941,36355
1016352,37667
1585647,90148
4429,922
25950,11876
31310,52633
108499,62364
64909,11687
1524,9304
940684,73183
1093108,131232
1093110,131232
41549,9100
68215,20759
5696,46063
19304,32513
124237,40651
124238,40651
18500,36915
19266,40507
865,9802
29706,25697
87680,21588
2209,664
70792,11867
16988,47119
564791,314352
12180,9323
64796,10280
65548,10535
145304,124613
7314,532
81976,26744
4610,16299
28239,10547
93906,245268
240,935
97579,55613
153908,215107
17784,41007
114468,35645
14860,110465
1090082,255546
12453,40751
1209349,275096
223825,85778
14614,11101
18254,9826
41550,9879
229695,63564
366,22621
1776,7095
16378,26890
122728,46732
1009298,124633
1184422,202425
24409,202425
1177451,196940
1079380,77771
1153142,181083
4415,41225
15389,41225
53767,41225
117075,188589
990400,188589
21415,87190
2034,627
1214396,32872
6046,602
4956,14553
893,9566
62047,10545
62048,10545
7399,9894
7395,11543
7396,11543
26713,9268
240366,52059
30811,52059
4499,9327
1066960,123763
592762,81949
544331,42005
41521,124306
262130,183955
3111,44535
1144694,44495
138795,78285
18878,11228
108,10779
102445,26748
18320,38223
12962,9294
56539,49963
12833,11363
5572,1645
77076,31546
28615,77056
66076,36344
40230,18550
12988,11511
1059880,172198
2357,34170
30869,281085
1046588,109478
14132,124645
15042,12606
225140,69895
793,35206
87397,151489
28615,4837
56201,12632
1870,12632
48685,9098
6258,282919
81749,124614
18308,18975
71110,11962
28904,2925
179609,28628
6159,3595
7678,9308
183036,92381
119310,18555
12989,12123
518,10830
32983,3573
65602,10546
92554,18862
37302,31417
10953,9431
1080308,124619
1189125,297645
146295,48144
91343,46986
117808,144982
1232954,47907
11770,10061
107730,36266
7482,549
4037,10478
112674,66634
587603,116690
24485,213917
252740,145925
1112331,100914
1776,238
1869,159
44916,11134
124092,88224
125690,132641
33405,42758
9340,9303
9339,9303
133259,23945
1155073,37820
9789,22479
56828,9054
1276348,241058
71174,11985
64219,10232
69042,59569
232119,410921
44916,38955
205639,110513
118513,114089
37710,11015
13776,9306
42175,9306
69741,12559
508,58770
17046,124851
13563,3587
15521,10723
6361,56077
24346,19004
28889,101230
55116,10987
98750,44705
33054,20318
14353,43596
587971,79782
96627,26933
10790,27854
14674,981
13284,872
13294,872
13980,2769
13284,13320
1927,164
2636,426
2636,567
2662,3078
14674,13528
30165,28288
2636,213
3146,284
3146,239
13284,4808
4109,289
6593,963
14674,11113
3146,6620
10001,804
80570,26531
13980,909
9049,630
9049,770
24318,31044
3146,599
40,15
240,62
108914,121357
10601,705
14674,22490
2636,223
2636,25670
2636,303
2636,4174
30008,8356
2636,381
13980,20758
13980,29376
2428,1859
3146,18299
13980,17281
13980,64382
4109,10907
67426,10907
29595,32093
834,1939
10601,22292
2662,3598
30165,3080
2428,198
74659,13562
18738,1712
2746,220
32427,3529
11435,3085
20412,2897
2662,1585
2662,3083
11435,900
18738,43795
8741,85638
14643,50001
31497,43905
81165,22688
31497,23114
95293,26378
33064,40206
50302,22356
2636,260
2000,43488
11435,22613
13348,22613
14999,10331
6593,488
6593,22733
3632,261
3632,57575
2662,32574
31497,22657
148849,76464
14855,22649
78053,176841
72467,125587
35452,39448
16730,52855
86051,39940
1063201,172868
76462,85328
1468019,124632
68212,11076
549024,63945
3110,58985
14614,890
26767,10861
17016,1770
21371,44465
4756,2033
2283,18203
55152,18203
1723,9333
86293,47260
37932,9400
27846,9401
71825,12241
584483,25739
1217874,161806
10781,11306
35155,9625
27146,10680
15890,6346
83413,18660
87459,35115
19032,14821
5834,14136
5834,10869
5834,22660
29715,19186
29715,31102
6592,6878
30099,15944
35318,18444
5834,20723
2087,173
12962,864
56506,24795
64864,11224
11434,11224
11429,11224
57314,81310
11427,15947
64864,15947
74565,15947
103344,15947
226599,15947
57314,9078
9082,29682
11429,29682
8300,8367
5834,433
5691,11360
11426,11360
11427,11360
11434,11360
74565,11360
226599,11360
25558,11114
5834,12335
11429,12092
11434,12092
64864,12092
67604,10948
67607,10948
107274,10948
55117,11229
1744,15121
1090,562
57090,10163
11151,48862
1006852,117036
12952,47199
65452,11159
31,9591
59649,30500
54441,41843
46946,55058
67570,10938
16938,11412
2042,10586
1158,42314
884,27845
54448,108365
9200,23223
5281,49471
16566,38153
172,25147
1243,9716
78997,43777
6201,454
11694,10218
8246,819
12114,38191
324,56830
56852,11238
32919,27256
30165,31530
18738,66473
64114,28120
64114,1834
2891,26282
2765,26282
117083,37218
3451,252
71938,116356
25630,16372
1243,11561
1243,11302
8929,623
10707,583
1927,12614
12964,21711
1927,11575
6448,475
14520,11331
2636,521
123827,21202
716,88
138,500
1152,792
16544,8491
10491,402
1152,10537
17016,11386
15890,9504
6349,15764
488,601
1096170,67365
78053,25842
893,2119
893,744
144130,136311
2765,221
2746,702
56746,25750
928583,17642
939320,427043
1124024,146341
57226,9305
57227,9305
47005,37616
18281,11112
39104,21612
1114467,141210
229263,102461
107490,36998
22558,200383
1086972,116844
3974,1630
53345,26626
89814,124837
621628,124837
21958,11816
1927,11843
16672,10379
2710,2756
11770,790
11770,1103
4600,11298
20718,4480
20718,4481
259792,49688
34611,10765
280,762
10707,762
1115333,44497
1388631,44497
932368,85588
1415878,278621
109635,99479
121585,55049
1080611,124829
159767,356054
65608,10548
7314,531
3776,104931
38494,4483
83784,18919
40199,31556
81930,31556
40199,26167
40199,26174
12329,61461
70854,117500
82389,218713
89914,217802
30008,127973
10249,659
21377,30892
933201,86369
3776,8074
1038016,124676
1201,38554
54839,49763
22020,41326
929918,41326
929919,41326
929920,41326
82442,36555
504,10608
65314,11216
30309,7452
21175,64567
2419,892
13680,892
1126,1600
10723,26561
240,975
3224,18129
36804,54405
31155,150823
2239,409
55916,38251
53334,10161
1884,1412
102445,41768
6201,10409
18533,14285
309,2469
50949,10174
64073,10174
107831,31225
3974,510
69500,11455
10930,1891
3026,2493
488,85
280,68
2710,679
4385,429
8966,13446
39996,389
12238,947
240,185
8482,595
1776,28
4385,335
19800,1892
2303,144
15378,1092
1032,769
578,348
7623,766
59,175
5026,11645
11401,10835
2636,539
4610,525
1776,240
240,600
7314,530
11181,10705
3974,279
8500,3109
4385,311
1032,1578
1243,703
648,9549
8452,1398
5231,387
9577,9277
4964,343
91343,37291
6648,490
68687,11235
2710,218
108,763
9181,9665
372,18971
1243,696
1223,379
2690,207
5342,37247
40,1480
59,9322
12238,826
4415,422
3556,829
1744,828
6593,3090
108,9964
30008,3063
87565,13667
240,694
3026,235
68,832
7623,765
14520,5925
12114,11778
37451,4485
1524,137
190,33
13776,982
55790,8428
2662,212
24,105
18250,1633
13265,11202
4429,1554
185,149
52968,8009
13859,903
25950,11673
14639,3034
4429,339
607,10404
13848,914
5691,756
5690,756
11427,756
11428,756
11429,756
11430,756
11431,756
11432,756
11434,756
11426,756
226599,756
5446,756
4065,288
11435,910
7145,2640
16187,16633
10001,665
3026,11031
68993,11314
26502,15143
488,89
4964,10322
4786,783
648,10644
54441,11257
63713,14370
9168,12104
8965,625
5306,8816
12300,830
23968,2323
6593,983
9577,642
2303,655
2303,10341
3026,639
92436,266022
227875,168450
105802,30180
110834,31388
135163,41801
34721,66034
186758,348138
116799,96288
144256,61536
83555,18762
7467,8077
4610,814
52194,41671
2087,27214
1673596,52263
110834,33519
35256,16235
13859,11449
548847,41848
18627,25944
62556,24913
1744,49126
19304,32076
2636,571
56141,8851
178486,37843
54839,32146
1744,30346
1776,6114
2917,229
29648,13549
57851,9529
1032,1598
18669,11349
1150,7340
1035,6217
5140,377
9076,653
59622,28198
100053,28198
88164,28198
14277,28198
100054,28198
7187,794
19450,31640
1979,8744
10400,25189
42,145
22676,2212
2388,199
33433,7863
879,12498
13581,9279
15189,53234
69237,17204
69238,17204
14911,21539
95972,85589
37626,12709
55476,20539
18356,11674
236579,199512
9888,64900
16938,1573
1744,152
1788,174
1748,172
1788,154
1749,157
1749,168
510,364
56828,11967
32277,9086
8876,621
56755,9037
56998,10173
63937,55687
1202000,168535
12989,8845
86004,46681
488,578
16187,579
8558,17692
13426,17795
510,75
13235,13891
11649,9390
1223,378
1224,378
8246,10896
23968,2322
5657,41240
4786,26949
59635,9819
1495632,49799
3026,31908
39996,46027
17403,3179
19069,1802
5140,4232
638,9361
9248,2928
68319,30285
11181,10549
2589,58102
69099,18451
13,27265
96627,49935
9168,8818
10757,36758
14132,36040
118441,74239
56998,9415
88970,55146
6448,303693
64061,12145
127716,12145
1174031,42424
101767,34314
28741,2892
44916,9404
5058,85242
17494,9622
52038,8860
5005,197537
16838,66597
2355,14832
21370,9619
34651,40506
68928,31000
34682,4104
122449,26306
932805,203829
72646,43775
72647,43775
42111,14908
11688,784
6198,12489
13524,16448
71871,55936
29009,17894
564,28059
58922,58911
60865,17949
17167,1968
1035,61563
190,66
47974,20735
69353,11419
1895,25796
5602,638
6482,25624
10723,9366
82307,60083
88060,21915
107131,90928
33541,50091
56947,50091
137392,50091
1175207,50091
17784,18420
57691,19952
58072,9446
6495,28005
31024,9403
120515,27322
13015,10003
19684,9311
3224,11844
224,884
54733,49806
4499,1624
112674,88423
16395,16052
6349,4477
61411,24662
68750,18423
142513,76996
50099,6499
52044,6499
57851,50512
26760,9405
19969,12723
26648,9360
58294,9434
51575,118991
1215282,21626
2691,13982
1016352,93946
5696,77223
356,31465
73622,12793
1032175,102878
48663,105763
58178,9611
20640,47694
8843,10357
61335,9977
6737,816
7213,2163
938945,124680
74063,16399
974866,124843
2628,31017
92108,24645
17268,49478
8858,12499
59,18
19224,1811
4724,109614
141825,60082
6817,53023
171000,64802
68707,11239
83284,50850
228286,50850
36083,15321
2171,2058
55299,9450
8403,125021
488,330
118020,38523
1884,16375
79983,33660
2880,59232
133420,45671
21217,17770
1901,15170
12786,1701
1143633,201445
30309,26422
222216,124642
2209,1639
563363,49235
66496,106129
60050,107743
5572,415
66548,65889
7847,11103
15810,11970
15811,11970
56435,34941
1078811,407992
3045,8874
58608,17991
17520,11956
3776,266
11401,754
68185,37567
120226,43771
41040,124834
1284919,249358
3776,111367
5174,607
63713,18080
56506,38225
12964,17834
24,686
181826,65046
578,4421
8328,9387
54967,10603
366,2142
4014,8413
87130,10336
1270,20737
58463,9413
58689,14585
64099,18519
65452,49462
7187,8834
23393,9458
19142,8854
11151,38295
1103,22073
80307,37244
10828,4961
11091,9416
58838,26180
70765,17832
5231,9772
8300,6072
1090,1669
5216,468
18139,32519
61069,108401
7908,10806
7256,9433
51984,6623
323,2118
2352,978
5501,9437
66121,29461
586698,56651
11419,10351
3047,66588
7467,2649
77211,14289
1152,10155
533977,75250
59438,20457
25735,18355
65115,33657
138322,55306
1614,68924
115362,36434
19303,2255
229097,28353
57630,9427
1112916,172545
18844,17589
33254,3597
18596,1813
76418,36797
28487,12628
54050,33344
18533,25099
1128,45019
43468,63437
4429,62422
8685,782
77104,29911
55116,9827
20237,1959
1286930,251481
2034,8067
66800,125052
51864,45153
7671,10871
21155,14398
8858,10890
9888,99002
141450,1281
59874,32332
27436,9770
6111,12616
57206,34838
172,14905
74429,14583
77086,14583
1776,11975
4762,4995
2690,9281
12840,45928
10491,563
39996,61337
39819,19931
88077,31535
7791,10215
26714,9823
2690,37165
1978,45609
13496,38904
3192,45565
18250,9407
30365,4824
12881,9444
40345,9444
15148,9414
2419,8078
105287,29938
488,11831
3087,2895
78725,39177
84896,19601
77465,124606
240071,42832
17016,22797
1243,2639
56911,9574
42111,10371
5216,489
125543,167738
1215,9714
58809,170430
190,8197
1704,6283
1058100,49728
5140,4233
56983,191874
56205,10217
98120,438108
2710,597
1724,714
1352792,52537
49855,12799
4137,62394
1269,9922
4135,547
4566,25994
138,184
1032,9746
44916,9438
1223,115
72427,26941
96972,27103
11218,9410
129952,32302
105294,216794
57777,88863
656971,154821
4501,41417
58448,12538
8246,586
21085,2666
72624,46338
41795,54007
30149,11258
57691,9490
17812,9411
94155,25719
56746,9033
12453,11220
69719,21253
47974,6116
7775,9457
138653,281289
18694,43911
65401,39424
107762,44361
20907,11702
28898,2923
72182,12238
4610,11568
58608,41577
1214641,66894
57370,11003
8246,10153
939416,49645
44644,47112
1214449,102732
10249,30949
3388,2898
39104,9558
22140,320011
6729,26269
2523,11808
27889,6970
228797,47452
139593,18205
42113,36943
86557,21736
90225,21736
90223,21736
974699,17941
41472,10668
2460,9313
564,42807
9200,617
120218,36568
60295,37272
3317,5910
5342,9440
36187,53092
11614,32911
52358,44308
122458,124821
56381,32456
12833,93350
16294,62695
15798,32144
55476,17127
72258,40688
15912,17133
9778,19848
104507,17644
17087,1774
39819,30265
2042,2157
558905,70581
23213,8838
1255,29193
11887,795
78188,16980
26502,27472
7145,47881
5281,9469
9789,12488
17278,98499
121829,81367
309,267
51851,16148
64,21252
568291,73135
18357,9449
48965,6264
87033,90414
97618,188870
84714,215373
55948,78149
133259,78149
183036,15513
1213162,31220
92561,13907
6400,29825
62410,10622
119294,30020
123150,17139
7736,34582
21377,10216
8108,9771
16376,24560
22020,76330
58036,9448
47924,38618
40230,18316
77919,78373
526847,77514
543662,77514
172,49474
19684,4415
1069294,39467
145134,55561
51984,8656
56983,209345
56714,58680
229519,35161
72624,35796
50582,18937
6046,929
6449,9452
280,1878
57579,9844
258199,40505
13524,14342
2178,9715
95760,26610
85549,20064
206549,40961
12989,1965
4522,312
8858,6068
13615,15037
13614,15037
588701,50043
75699,37636
33317,17044
1205453,60951
110695,21334
931795,416437
1031288,32284
93133,51955
91343,37410
4883,47481
5656,53765
66190,10674
66191,10674
4575,136134
12523,846
73282,12655
31024,3050
1884,1389
2690,11020
1232592,20862
81749,108548
22461,9464
865,95
7187,944
56714,35680
4600,11551
6431,473
1030415,102304
7395,544
7396,544
44763,10513
14643,28966
145605,65203
2000,143
21311,42861
34740,33680
72061,56164
72061,12311
93906,43277
49214,43278
2662,34106
8500,43266
10001,27367
30008,17661
3146,28580
10001,887
2746,33667
3359,23383
14875,25430
8636,27191
4065,11426
2746,654
67451,15919
18868,1725
1744,1725
32765,5769
4065,874
13563,10633
15378,17917
19304,3116
15175,1051
16513,1366
6729,12102
4135,16619
58220,9443
3388,11050
2226,606
4956,746
8246,380
5696,403
1243,11485
6349,466
31493,13820
78188,15389
55983,13597
11505,2108
62020,10014
26713,10072
16938,10131
2042,10160
56891,11284
35475,4488
58712,9725
58712,9728
64195,9730
58822,9731
63550,10225
64722,10281
64735,10283
11770,948
33341,11281
11777,10676
56998,11357
32813,11361
44130,36599
92438,39929
35329,41828
80523,41828
180868,41769
64796,10585
65678,11186
28976,11187
10051,609
18069,11133
33094,10306
15175,9552
19665,11586
57922,11587
7187,941
7187,942
7187,943
4600,927
4600,928
7187,9340
10702,9342
1035941,38509
82829,60033
2087,12101
68,19
24,165
24,196
7501,551
7506,551
47893,16084
5834,17984
15657,22328
109452,32611
109455,32611
5446,3170
5690,3170
5691,3170
11427,3170
11428,3170
150003,3170
160942,3170
5026,346
3224,859
5602,841
1032,11051
1776,242
16939,1411
7270,9769
33316,9424
12936,9835
488,857
62514,17539
125091,44322
15657,22777
101767,20173
67604,10957
107274,10957
47893,9570
5834,16249
11809,13962
83413,14612
83413,19378
186518,65157
101767,29228
29646,19379
54967,11164
5834,18887
51516,40866
30149,24736
8876,10122
5834,24816
15810,9994
61677,9994
61678,9994
15811,9994
83413,25445
15657,12129
15657,14140
65310,10439
8876,11158
4945,9354
101767,28736
5834,34774
89685,37969
37932,9631
17698,9820
12987,14013
115698,36606
226493,96196
229263,98505
17087,1779
1243,10849
10146,678
12238,907
6648,5961
71732,47908
5696,42121
1724,2887
4600,11974
8300,20348
67750,26648
225898,11911
5602,793
128947,35144
57314,9325
5834,43037
11429,10340
11434,10340
64864,10340
15810,10144
15811,10144
18356,10414
65298,10437
65310,15300
11429,12230
57314,12230
64864,12230
148119,13380
64864,10693
11434,10693
11429,10693
9789,11335
74297,11135
65530,11135
69003,11319
57314,11319
67607,11319
19032,14822
34480,15969
56852,15969
139851,15969
154,13155
4945,10249
5834,15943
64864,10882
57314,10882
115754,10882
22066,10882
25630,24808
5834,19762
275022,13850
11434,13850
6159,2619
65874,65158
2106,53565
34682,41841
15858,27332
12859,97
52038,10419
58712,11675
8843,2107
1895,6471
1895,9442
1895,11591
8844,13697
18855,19158
1776,227
488,87
16384,123
28898,9314
224,11336
3027,9980
66076,10657
21819,10489
66987,10823
12881,11497
40345,11497
69605,11497
5174,2907
17167,9454
1150,8688
130816,118452
17871,16155
141310,48894
15389,23954
6648,12761
5342,396
10965,14367
11505,11814
2087,16081
3663,18331
106834,15171
106835,15171
70663,11837
40345,11704
55983,11639
7908,11639
40345,4978
64949,10380
21879,10380
578,11976
11505,15144
26502,11522
5572,11557
1044,13853
58712,11415
69331,37530
55668,8393
55668,11937
87767,21661
34682,9320
70777,33644
54240,14662
72191,125124
37577,115872
223312,39930
9200,10692
3556,805
5231,34584
1174031,34636
22353,2182
1195866,28070
58689,77469
52629,10278
10808,36647
19798,17915
111247,14557
12991,9417
37948,41469
15149,19381
9198,34637
510,4011
117075,161795
2636,1580
2636,5854
2636,573
2636,2370
2636,5780
2636,506
2636,22527
2636,574
2636,11219
2636,30159
2636,845
2636,1978
33541,3682
126125,51942
16395,46702
51950,54795
4387,46748
6159,847
1150,117
72450,14577
26760,37498
933,38621
1006852,59138
33279,28047
2636,4175
2636,31667
2636,13321
2636,21734
2636,31997
2636,24197
2636,11462
2636,31995
2636,940
2636,2762
2636,12684
2636,2761
2636,8208
2636,52907
2636,15007
2636,36049
2636,52748
2636,75793
931244,75793
1547332,75793
130222,75793
2636,47695
2636,31930
2636,20213
2636,543
2636,36054
192852,143750
2636,52782
2636,36055
2636,36056
2636,2760
2636,64398
21053,10220
5877,431
16327,31641
42974,223318
57154,69848
16837,22796
11057,22256
26265,37550
26265,37916
57138,21873
84657,21500
8876,84116
3388,12626
253869,37818
5342,3525
19969,129628
16294,2321
11649,2028
18378,16384
57383,91217
143279,77314
3224,10699
8246,11597
146225,218624
1201,47947
19707,48311
98199,44772
13284,14347
2880,41090
87565,18282
9181,18169
68085,11082
17016,5971
707,11933
15239,20096
72427,30815
3026,881
7270,4478
3180,22318
21712,53113
11091,2109
1075843,122289
116653,24746
54441,72987
1150813,193103
13776,8195
59958,9877
42994,26618
34849,21132
10367,11855
4956,24016
37630,14785
78157,14794
32154,3486
18907,3486
12446,3486
51677,11071
11770,1091
9789,10403
1243,11337
510,162
57870,25723
201278,73351
18863,8916
52870,8916
2283,28134
58316,9429
9198,12159
554474,27791
8929,43106
14639,30197
14639,10156
21217,10377
9789,3121
40307,4975
82286,37532
18356,9713
69719,134368
107065,85837
15115,1039
36804,9821
37710,4437
19798,1890
5602,1955
16294,39437
17268,11932
2171,6435
1043813,108316
66605,10683
65482,63709
9032,9445
23964,2657
4014,9425
5345,32326
4818,637
34517,8675
121585,125762
13367,20701
11770,9945
814,73
75882,18603
2163,46889
139874,12888
15557,3033
9181,9882
57370,10663
37630,4518
16863,1808
33279,3600
15042,17037
769,297
19969,5332
55189,21589
54563,8336
58728,11893
1077287,123056
31439,12223
13859,32081
31493,14924
17016,10002
1214034,41817
4415,19426
8844,12560
893,9798
86439,14444
110873,14444
7879,9487
1243,9466
8574,666
21013,2042
64045,10162
4453,309
10367,692
44763,24018
18598,1678
1178751,39256
52193,39256
18598,1680
3238,244
3239,244
6778,10730
6778,31947
